lcl|ORF1_fragment20:30:635,P27670.2,76.617,201,47,0,1,201,263,463,1.39e-100,300,85.07
lcl|ORF1_fragment20:30:635,P0AGC0.1,75.124,201,50,0,1,201,263,463,4.38e-99,296,83.58
lcl|ORF1_fragment20:30:635,Q9Z7N9.1,36.471,170,97,6,1,166,266,428,3.24e-21,92.4,54.12
lcl|ORF1_fragment20:30:635,P37948.1,36.000,150,91,5,5,150,261,409,3.99e-16,77.8,53.33
lcl|ORF1_fragment20:30:635,P08194.1,31.633,196,123,5,5,196,261,449,4.18e-16,77.8,44.90
lcl|ORF1_fragment20:30:635,Q9PJJ8.1,37.500,168,94,5,1,164,266,426,1.22e-14,73.6,51.79
lcl|ORF1_fragment20:30:635,O84548.1,36.686,169,94,6,1,164,266,426,2.24e-14,72.8,52.66
lcl|ORF1_fragment20:30:635,P09836.3,33.951,162,99,5,1,157,254,412,1.02e-11,65.1,49.38
lcl|ORF1_fragment20:30:635,P96335.2,30.337,178,100,4,5,164,274,445,1.05e-11,65.1,43.82
lcl|ORF1_fragment20:30:635,P27669.1,35.075,134,80,4,7,135,260,391,4.75e-06,48.5,51.49
lcl|ORF5_fragment20:1539:2630,Q3YWE6.2,70.523,363,107,0,1,363,32,394,1.48e-171,485,80.17
lcl|ORF5_fragment20:1539:2630,C4ZXQ4.1,70.799,363,106,0,1,363,32,394,5.16e-171,484,80.17
lcl|ORF5_fragment20:1539:2630,A1AHK2.2,70.523,363,107,0,1,363,32,394,7.77e-170,481,79.61
lcl|ORF5_fragment20:1539:2630,Q8XC49.2,70.523,363,107,0,1,363,32,394,8.48e-170,481,79.61
lcl|ORF5_fragment20:1539:2630,Q8FBX9.2,70.523,363,107,0,1,363,32,394,1.20e-169,480,79.61
lcl|ORF5_fragment20:1539:2630,Q31US4.2,70.523,363,107,0,1,363,32,394,1.37e-169,480,79.89
lcl|ORF5_fragment20:1539:2630,Q0TB40.2,69.972,363,109,0,1,363,32,394,1.50e-168,477,79.61
lcl|ORF5_fragment20:1539:2630,B7UMD5.1,69.972,363,109,0,1,363,32,394,3.06e-168,476,79.34
lcl|ORF5_fragment20:1539:2630,B5QU11.1,71.745,361,102,0,1,361,32,392,8.86e-168,475,80.33
lcl|ORF5_fragment20:1539:2630,Q329F4.2,69.972,363,109,0,1,363,32,394,1.50e-167,475,79.61
lcl|ORF5_fragment20:1539:2630,A9MWE8.1,71.745,361,102,0,1,361,32,392,3.63e-167,474,80.33
lcl|ORF5_fragment20:1539:2630,C0Q212.1,71.745,361,102,0,1,361,32,392,5.27e-167,473,80.33
lcl|ORF5_fragment20:1539:2630,B5BIG3.1,71.468,361,103,0,1,361,32,392,2.51e-166,472,80.33
lcl|ORF5_fragment20:1539:2630,Q01602.1,35.695,367,232,1,1,363,32,398,6.53e-62,205,54.50
lcl|ORF5_fragment20:1539:2630,A6UZY0.1,27.083,336,245,0,3,338,27,362,5.00e-24,103,47.02
lcl|ORF5_fragment20:1539:2630,A8AGR7.1,25.526,333,248,0,3,335,27,359,1.92e-23,102,47.15
lcl|ORF5_fragment20:1539:2630,B0KLJ7.1,31.020,245,169,0,3,247,33,277,3.52e-23,101,50.20
lcl|ORF5_fragment20:1539:2630,Q88K63.2,31.034,261,180,0,3,263,33,293,1.09e-22,100,49.81
lcl|ORF5_fragment20:1539:2630,P58531.1,25.915,328,243,0,3,330,27,354,2.49e-22,99.4,46.95
lcl|ORF5_fragment20:1539:2630,Q6CZ44.1,27.219,338,246,0,3,340,25,362,2.51e-22,99.4,47.04
lcl|ORF5_fragment20:1539:2630,Q02SS7.1,27.219,338,246,0,3,340,27,364,3.92e-22,98.6,46.75
lcl|ORF5_fragment20:1539:2630,Q9HWR7.1,27.059,340,244,2,3,340,27,364,4.28e-22,98.6,47.06
lcl|ORF5_fragment20:1539:2630,B7V6N7.1,27.219,338,246,0,3,340,27,364,5.00e-22,98.6,46.75
lcl|ORF5_fragment20:1539:2630,A9MYZ7.1,25.610,328,244,0,3,330,27,354,5.62e-22,98.2,46.95
lcl|ORF5_fragment20:1539:2630,C0Q4U6.1,25.610,328,244,0,3,330,27,354,8.60e-22,97.8,46.95
lcl|ORF5_fragment20:1539:2630,B4TVJ2.1,25.610,328,244,0,3,330,27,354,1.32e-21,97.4,46.65
lcl|ORF5_fragment20:1539:2630,B4T5G1.1,25.305,328,245,0,3,330,27,354,3.20e-21,96.3,46.95
lcl|ORF5_fragment20:1539:2630,A4WAE6.1,25.444,338,248,2,3,338,27,362,3.42e-21,96.3,45.86
lcl|ORF5_fragment20:1539:2630,O25797.1,25.595,336,250,0,3,338,28,363,4.09e-21,95.9,47.02
lcl|ORF5_fragment20:1539:2630,Q1CS80.1,25.519,337,251,0,3,339,28,364,2.62e-20,93.6,46.29
lcl|ORF5_fragment20:1539:2630,Q9ZK31.1,25.588,340,247,3,3,339,28,364,4.71e-20,92.8,47.35
lcl|ORF5_fragment20:1539:2630,Q1IB51.1,29.796,245,172,0,3,247,33,277,5.65e-20,92.4,50.61
lcl|ORF5_fragment20:1539:2630,B5XQW2.1,27.139,339,245,2,3,340,27,364,7.33e-20,92.4,46.61
lcl|ORF5_fragment20:1539:2630,A9MRQ2.1,27.542,236,171,0,3,238,27,262,1.03e-19,91.7,48.73
lcl|ORF5_fragment20:1539:2630,B5Z8H9.1,25.298,336,251,0,3,338,28,363,1.19e-19,91.7,46.13
lcl|ORF5_fragment20:1539:2630,Q9CM87.1,27.706,231,167,0,3,233,27,257,1.83e-19,91.3,48.92
lcl|ORF5_fragment20:1539:2630,A6T8Y8.1,26.549,339,247,2,3,340,27,364,2.42e-19,90.9,46.31
lcl|ORF5_fragment20:1539:2630,B6JN25.1,25.294,340,248,3,3,339,28,364,3.80e-19,90.1,47.35
lcl|ORF5_fragment20:1539:2630,Q17YP7.1,24.702,336,253,0,3,338,28,363,9.94e-19,89.0,47.02
lcl|ORF5_fragment20:1539:2630,B1J9Y3.1,31.020,245,169,0,3,247,33,277,1.06e-18,89.0,50.61
lcl|ORF5_fragment20:1539:2630,Q9S3J9.1,30.081,246,170,2,3,247,27,271,2.27e-18,87.8,50.00
lcl|ORF5_fragment20:1539:2630,B7LRC4.1,29.237,236,167,0,3,238,27,262,2.66e-18,87.8,48.73
lcl|ORF5_fragment20:1539:2630,P58529.1,27.778,216,156,0,3,218,27,242,3.13e-17,84.7,49.54
lcl|ORF5_fragment20:1539:2630,B1LF85.1,27.778,216,156,0,3,218,27,242,3.13e-17,84.7,49.54
lcl|ORF5_fragment20:1539:2630,A7ZLY4.1,27.778,216,156,0,3,218,27,242,3.19e-17,84.3,49.54
lcl|ORF5_fragment20:1539:2630,B2U167.1,27.778,216,156,0,3,218,27,242,3.35e-17,84.3,49.54
lcl|ORF5_fragment20:1539:2630,B5Z1Y4.1,27.778,216,156,0,3,218,27,242,3.57e-17,84.3,49.54
lcl|ORF5_fragment20:1539:2630,Q7UCG7.1,27.778,216,156,0,3,218,27,242,3.96e-17,84.3,49.54
lcl|ORF5_fragment20:1539:2630,A1ABA7.1,27.778,216,156,0,3,218,27,242,3.96e-17,84.3,49.54
lcl|ORF5_fragment20:1539:2630,Q0THR1.1,27.778,216,156,0,3,218,27,242,4.11e-17,84.3,49.54
lcl|ORF5_fragment20:1539:2630,Q0T4K1.1,27.778,216,156,0,3,218,27,242,4.23e-17,84.3,49.54
lcl|ORF5_fragment20:1539:2630,B7N4V3.1,27.778,216,156,0,3,218,27,242,4.96e-17,84.0,49.07
lcl|ORF5_fragment20:1539:2630,Q65S74.1,25.000,340,251,2,3,340,27,364,2.04e-16,82.0,47.65
lcl|ORF5_fragment20:1539:2630,O34367.1,24.309,362,251,7,3,350,24,376,7.35e-16,80.5,42.82
lcl|ORF5_fragment20:1539:2630,B2VKI2.1,27.305,282,205,0,3,284,27,308,7.40e-16,80.5,46.10
lcl|ORF5_fragment20:1539:2630,O31577.1,24.661,369,248,4,5,358,26,379,3.37e-15,78.6,42.55
lcl|ORF5_fragment20:1539:2630,P23910.1,21.912,251,180,2,5,247,19,261,8.25e-09,58.9,43.82
lcl|ORF5_fragment20:1539:2630,P31141.1,27.907,344,234,6,1,335,15,353,8.43e-09,58.9,43.02
lcl|ORF5_fragment20:1539:2630,O34663.1,23.288,365,227,9,3,340,19,357,1.97e-08,57.8,41.37
lcl|ORF5_fragment20:1539:2630,P39637.1,28.866,97,68,1,48,143,76,172,8.95e-04,43.5,50.52
lcl|ORF5_fragment20:1539:2630,O51798.1,26.277,137,97,1,11,143,36,172,0.002,42.7,44.53
lcl|ORF21_fragment20:6618:7691,Q8Z8W8.1,74.510,357,91,0,1,357,1,357,0.0,522,81.51
lcl|ORF21_fragment20:6618:7691,Q5PFQ7.1,74.510,357,91,0,1,357,1,357,0.0,522,81.51
lcl|ORF21_fragment20:6618:7691,Q57SD6.1,73.950,357,93,0,1,357,1,357,0.0,521,81.23
lcl|ORF21_fragment20:6618:7691,P96063.1,74.230,357,92,0,1,357,1,357,0.0,521,80.95
lcl|ORF21_fragment20:6618:7691,Q9KS33.1,39.446,289,172,3,14,301,13,299,1.46e-58,196,56.40
lcl|ORF21_fragment20:6618:7691,Q32EY4.1,40.264,303,172,5,2,303,7,301,4.08e-58,194,54.13
lcl|ORF21_fragment20:6618:7691,P69874.1,40.264,303,172,5,2,303,7,301,8.51e-58,194,54.13
lcl|ORF21_fragment20:6618:7691,A1AA20.1,40.264,303,172,5,2,303,7,301,2.20e-57,192,53.80
lcl|ORF21_fragment20:6618:7691,Q31ZK0.1,39.934,303,173,5,2,303,7,301,4.29e-57,192,54.13
lcl|ORF21_fragment20:6618:7691,Q65UE1.1,39.860,286,169,3,19,303,11,294,5.55e-57,191,56.29
lcl|ORF21_fragment20:6618:7691,Q8Z7H7.1,40.532,301,170,5,2,301,7,299,1.30e-56,191,54.15
lcl|ORF21_fragment20:6618:7691,Q5PMK1.1,40.532,301,170,5,2,301,7,299,1.38e-56,191,54.15
lcl|ORF21_fragment20:6618:7691,P40790.2,40.476,294,167,4,9,301,13,299,1.70e-56,190,54.08
lcl|ORF21_fragment20:6618:7691,Q0TNZ3.1,33.628,339,213,5,19,357,7,333,4.19e-56,188,49.85
lcl|ORF21_fragment20:6618:7691,Q87PH3.1,38.542,288,176,1,14,301,13,299,6.05e-56,189,54.86
lcl|ORF21_fragment20:6618:7691,Q0SRL2.2,32.743,339,216,5,19,357,7,333,1.38e-55,187,50.74
lcl|ORF21_fragment20:6618:7691,P31134.2,40.684,263,152,3,14,275,15,274,2.52e-55,187,58.94
lcl|ORF21_fragment20:6618:7691,Q6LR20.1,41.434,251,141,2,8,258,6,250,2.90e-55,187,57.77
lcl|ORF21_fragment20:6618:7691,P45171.2,37.063,286,177,3,19,303,11,294,3.12e-55,187,56.64
lcl|ORF21_fragment20:6618:7691,Q7MKU3.2,38.754,289,174,3,14,301,13,299,5.83e-55,186,55.02
lcl|ORF21_fragment20:6618:7691,Q0I3Y9.1,39.085,284,170,3,19,301,11,292,6.16e-55,186,55.63
lcl|ORF21_fragment20:6618:7691,Q5E586.1,38.047,297,177,3,19,312,13,305,8.12e-55,186,53.20
lcl|ORF21_fragment20:6618:7691,Q0T5R2.1,38.944,303,176,5,2,303,7,301,9.14e-55,186,53.47
lcl|ORF21_fragment20:6618:7691,Q1GIE5.1,35.260,346,215,5,8,347,2,344,1.57e-54,185,51.16
lcl|ORF21_fragment20:6618:7691,Q4QK57.2,36.713,286,178,3,19,303,11,294,2.70e-54,184,56.29
lcl|ORF21_fragment20:6618:7691,Q110U3.1,32.298,322,208,5,28,340,28,348,4.26e-54,184,54.35
lcl|ORF21_fragment20:6618:7691,O85818.1,37.413,286,176,3,19,303,11,294,4.89e-54,184,55.94
lcl|ORF21_fragment20:6618:7691,Q9X196.1,35.842,279,176,3,35,312,22,298,1.82e-53,182,58.06
lcl|ORF21_fragment20:6618:7691,A1TXH7.1,42.017,238,137,1,19,256,6,242,3.22e-53,181,58.82
lcl|ORF21_fragment20:6618:7691,Q9CP06.2,38.028,284,173,3,19,301,11,292,3.65e-53,181,54.93
lcl|ORF21_fragment20:6618:7691,Q8Y8T6.2,35.185,324,193,7,37,357,27,336,7.57e-53,180,52.47
lcl|ORF21_fragment20:6618:7691,Q8RI39.1,33.443,305,199,3,19,320,6,309,9.19e-53,181,55.74
lcl|ORF21_fragment20:6618:7691,Q2SJY7.1,40.551,254,145,2,9,262,2,249,9.84e-53,180,57.09
lcl|ORF21_fragment20:6618:7691,Q92WJ0.1,37.671,292,167,3,37,328,27,303,1.00e-52,180,53.42
